table,variable,coef,se,z_abs,stars,spec,paper_title,journal,year,direction,positive,negative,estimated,note,t_stat,dependent,panel,leverage_measure,asset_class,pvalue,pvalue_bootstrap,pval
Table III,Δ bank concentration,16.25,,2.41,**,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ bank concentration,-6.175,,3.51,***,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ bank concentration,-3.705,,1.92,*,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ bank concentration,-4.296,,2.2,**,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ bank concentration,-3.246,,1.66,*,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ bank concentration,0.744,,1.59,,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ bank concentration,-0.411,,2.95,***,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,2.256,,3.41,***,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,0.061,,0.34,,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,0.7,,2.46,**,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,-0.019,,0.07,,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,0.51,,1.89,*,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,-0.025,,2.22,**,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real exchange rate return,0.1,,0.49,,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,66.984,,3.88,***,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,27.071,,4.28,***,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,31.104,,3.9,***,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,24.613,,3.38,***,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,27.974,,3.61,***,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,0.6,,0.98,,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ real stock market return,-0.164,,1.54,,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,1.134,,4.55,***,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,1.136,,4.56,***,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,1.134,,4.55,***,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,1.132,,4.52,***,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,1.132,,4.52,***,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,0.457,,3.78,***,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Same language,0.176,,2.74,***,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,1.29,,4.42,***,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,1.292,,4.43,***,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,1.29,,4.42,***,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,1.295,,4.4,***,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,1.295,,4.4,***,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,0.939,,2.94,***,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Colony,0.326,,1.8,*,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,-0.072,,0.24,,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,-0.104,,0.35,,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,-0.072,,0.24,,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,-0.071,,0.24,,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,-0.071,,0.24,,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,0.467,,1.82,*,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Contiguous,0.376,,2.76,***,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-1.131,,9.03,***,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-1.136,,9.06,***,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-1.131,,9.03,***,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-1.131,,8.96,***,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-1.131,,8.96,***,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-0.09,,1.86,*,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Distance,-0.034,,1.69,*,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,0.34,,0.32,,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,0.383,,0.36,,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,0.34,,0.32,,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,0.33,,0.31,,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,0.33,,0.31,,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,7.117,,4.0,***,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Bilateral trade,2.385,,2.78,***,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,-3.485,,4.68,***,Col (1),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,-2.672,,4.72,***,Col (2),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,-2.916,,4.69,***,Col (3),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,-1.286,,2.56,**,Col (4),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,-2.397,,4.34,***,Col (5),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,0.053,,1.53,,Col (6),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table III,Δ growth opportunities,-0.936,,2.0,**,Col (7),Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ restrictions on bank activities,0.544,,2.24,**,"Panel A, Col (1)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ stringency of capital regulation,1.24,,2.49,**,"Panel A, Col (2)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ official supervisory power,0.374,,1.95,*,"Panel A, Col (3)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ private monitoring,4.452,,2.6,***,"Panel A, Col (4)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ regulation overall,4.64,,1.76,*,"Panel A, Col (5)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ governance index,0.081,,0.17,,"Panel A, Col (1)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ governance index,1.321,,1.65,*,"Panel A, Col (2)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ governance index,0.31,,0.66,,"Panel A, Col (3)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table IV,Δ governance index,3.788,,2.15,**,"Panel A, Col (4)",Regulatory Arbitrage and Cross‐Border Bank Acquisitions,JF,2015,1,True,False,,,,,,,,,,
Table X,TopX×TopY,-0.072,0.014,5.14,***,"Panel A, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.029,0.007,4.03,***,"Panel A, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.111,0.007,15.99,***,"Panel A, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.032,0.015,2.13,**,"Panel A, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.041,0.007,5.98,***,"Panel A, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.119,0.007,17.48,***,"Panel A, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.05,0.013,3.81,***,"Panel A, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.017,0.007,2.37,**,"Panel A, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.114,0.007,15.64,***,"Panel A, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.046,0.013,3.43,***,"Panel A, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.025,0.007,3.39,***,"Panel A, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.117,0.007,16.15,***,"Panel A, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.053,0.013,4.02,***,"Panel A, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.022,0.007,2.99,***,"Panel A, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.114,0.007,15.77,***,"Panel A, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.066,0.013,5.03,***,"Panel A, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.018,0.007,2.49,**,"Panel A, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.109,0.007,14.95,***,"Panel A, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.049,0.013,3.82,***,"Panel B, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.029,0.007,4.34,***,"Panel B, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.08,0.006,12.56,***,"Panel B, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.027,0.014,1.98,**,"Panel B, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.017,0.006,2.68,***,"Panel B, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.086,0.006,13.61,***,"Panel B, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.022,0.012,1.81,*,"Panel B, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.01,0.007,1.42,,"Panel B, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.086,0.007,12.72,***,"Panel B, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.021,0.012,1.71,*,"Panel B, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.016,0.007,2.34,**,"Panel B, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.087,0.007,12.96,***,"Panel B, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.027,0.012,2.19,**,"Panel B, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.018,0.007,2.52,**,"Panel B, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.085,0.007,12.6,***,"Panel B, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.034,0.012,2.77,***,"Panel B, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.014,0.007,2.02,**,"Panel B, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.082,0.007,12.21,***,"Panel B, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.049,0.017,2.81,***,"Panel C, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.008,0.009,0.86,,"Panel C, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.13,0.009,14.76,***,"Panel C, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,0.005,0.018,0.27,,"Panel C, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.001,0.008,0.13,,"Panel C, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.144,0.009,15.94,***,"Panel C, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.021,0.017,1.26,,"Panel C, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.0,0.01,0.05,,"Panel C, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.135,0.009,14.43,***,"Panel C, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.026,0.017,1.57,,"Panel C, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.003,0.009,0.33,,"Panel C, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.134,0.009,14.3,***,"Panel C, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.028,0.017,1.65,*,"Panel C, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,0.004,0.009,0.45,,"Panel C, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.133,0.009,14.25,***,"Panel C, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.031,0.017,1.84,*,"Panel C, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.0,0.01,0.02,,"Panel C, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.132,0.009,14.26,***,"Panel C, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.005,0.008,0.66,,"Panel D, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.008,0.004,2.07,**,"Panel D, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.068,0.003,19.43,***,"Panel D, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,0.006,0.007,0.82,,"Panel D, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.009,0.004,2.51,**,"Panel D, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.071,0.003,20.01,***,"Panel D, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.012,0.007,1.67,*,"Panel D, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.0,0.006,0.06,,"Panel D, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.066,0.004,18.36,***,"Panel D, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.009,0.007,1.35,,"Panel D, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.001,0.003,0.3,,"Panel D, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.066,0.004,18.5,***,"Panel D, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.012,0.007,1.72,*,"Panel D, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.0,0.006,0.05,,"Panel D, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.066,0.004,18.15,***,"Panel D, Col (5)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX×TopY,-0.016,0.007,2.25,**,"Panel D, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopX,-0.001,0.004,0.27,,"Panel D, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.065,0.004,18.11,***,"Panel D, Col (6)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength×TopY,0.001,0.017,0.06,,"Panel E, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength,0.008,0.007,1.17,,"Panel E, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.13,0.007,17.87,***,"Panel E, Col (1)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength×TopY,-0.012,0.012,1.01,,"Panel E, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength,0.012,0.007,1.81,*,"Panel E, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.09,0.007,13.39,***,"Panel E, Col (2)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength×TopY,-0.089,0.017,5.09,***,"Panel E, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength,0.006,0.009,0.67,,"Panel E, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.12,0.009,13.77,***,"Panel E, Col (3)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength×TopY,-0.022,0.007,3.31,***,"Panel E, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopTradeLength,0.013,0.004,3.45,***,"Panel E, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table X,TopY,-0.063,0.004,17.21,***,"Panel E, Col (4)","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.408,0.159,2.56,**,"Panel A, Y=Amihud, Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
