table,variable,coef,se,z_abs,stars,spec,paper_title,wp_number,year,direction,positive,negative,published_top3,pvalue,estimated,note,estimated_z,dep_var,panel,p_value,t_stat
Table 7,Months,0.0011,0.007,0.157,*,"Eq.2, Col (3)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 7,Intensity,0.0018,0.0008,2.25,‡,"Eq.2, Col (4)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 7,Firstloan,-0.0509,0.024,2.121,‡,"Eq.2, Col (4)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 7,Loans,-0.0005,0.0004,1.25,,"Eq.3, Col (2)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 7,Months,-0.0017,0.0005,3.4,*,"Eq.3, Col (3)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 7,Intensity,-0.0034,0.002,1.7,,"Eq.3, Col (4)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 7,Firstloan,0.0897,0.065,1.38,,"Eq.3, Col (4)","Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",w11734,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Major items in roads,-0.085,0.044,1.932,,No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Major items in roads,-0.076,0.037,2.054,,Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Major items in roads,-0.048,0.033,1.455,,Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Major items in roads and ancillary projects,-0.091,0.043,2.116,,No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Major items in roads and ancillary projects,-0.086,0.038,2.263,,Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Major items in roads and ancillary projects,-0.09,0.036,2.5,**,Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Materials,-0.078,0.053,1.472,,No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Materials,-0.063,0.042,1.5,,Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Materials,-0.034,0.04,0.85,,Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Unskilled labor,-0.077,0.108,0.713,,No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Unskilled labor,-0.09,0.088,1.023,,Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Audit Effect - Unskilled labor,-0.041,0.076,0.539,,Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 4,Audit Effect - Prices,0.002,0.027,0.074,,No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 4,Audit Effect - Prices,0.011,0.025,0.44,,Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 4,Audit Effect - Prices,0.018,0.024,0.75,,Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 4,Audit Effect - Quantities,-0.069,0.041,1.683,,No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 4,Audit Effect - Quantities,-0.069,0.035,1.971,,Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 4,Audit Effect - Quantities,-0.048,0.032,1.5,,Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Upcoming election,0.144,0.111,1.297,,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Upcoming election,0.026,0.092,0.283,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Upcoming election,0.219,0.167,1.312,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory,0.092,0.052,1.769,*,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory,0.049,0.064,0.766,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory,0.024,0.062,0.387,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Audit,-0.06,0.033,1.818,*,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Audit,-0.039,0.049,0.796,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Audit,-0.008,0.047,0.17,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Upcoming election * Audit,-0.306,0.176,1.739,*,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Upcoming election * Audit,-0.668,0.268,2.493,**,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory * Audit,0.112,0.1,1.12,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory * Audit,0.159,0.102,1.559,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory * Upcoming election,0.187,0.218,0.858,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 5,Narrow victory * Upcoming election * Audit,-0.878,0.428,2.051,**,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit,-0.011,0.023,0.478,,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit,0.004,0.021,0.19,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit,-0.017,0.032,0.531,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit,-0.038,0.032,1.188,,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Village Gov't Family Member,-0.02,0.024,0.833,,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Village Gov't Family Member,0.016,0.017,0.941,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Village Gov't Family Member,0.016,0.017,0.941,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Village Gov't Family Member,-0.014,0.023,0.609,,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Project Head Family Member,0.051,0.032,1.594,,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Project Head Family Member,-0.015,0.047,0.319,,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Project Head Family Member,0.051,0.032,1.594,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Project Head Family Member,-0.004,0.047,0.085,,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Social activities,0.017,0.006,2.833,***,Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Social activities,0.017,0.006,2.833,***,Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Social activities,0.013,0.006,2.167,*,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Social activities,0.014,0.006,2.333,**,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit × Village Gov't Family Member,0.079,0.034,2.324,**,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit × Village Gov't Family Member,0.064,0.034,1.882,*,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit × Project Head Family Member,0.138,0.06,2.3,**,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit × Project Head Family Member,0.115,0.061,1.885,*,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit × Social activities,0.01,0.008,1.25,,Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 6,Audit × Social activities,0.008,0.008,1.0,,Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations,14.83,1.42,10.443,***,Attendance Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations,13.47,1.31,10.282,***,Attendance Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations,0.743,0.196,3.789,***,Number who Talk Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations,0.286,0.082,3.488,***,Number Non-Elite Talk Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations + Comment Forms,11.48,1.41,8.14,***,Attendance Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations + Comment Forms,10.28,1.33,7.729,***,Attendance Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations + Comment Forms,0.498,0.174,2.862,***,Number who Talk Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Invitations + Comment Forms,0.221,0.072,3.069,***,Number Non-Elite Talk Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #2,-5.32,1.16,4.586,***,Attendance Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #2,-4.0,1.11,3.604,***,Attendance Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #2,0.163,0.162,1.006,,Number who Talk Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #2,0.024,0.088,0.273,,Number Non-Elite Talk Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #3,-4.29,1.26,3.405,***,Attendance Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #3,-5.78,1.19,4.856,***,Attendance Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #3,0.431,0.18,2.394,**,Number who Talk Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 7,Meeting #3,-0.158,0.093,1.699,*,Number Non-Elite Talk Col (4),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Invitations,0.072,0.066,1.091,,Number problems Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Invitations,0.027,0.013,2.077,**,Any corruption-related problem Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Invitations,-0.003,0.008,0.375,,Serious response taken Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Invitations + Comment Forms,0.104,0.067,1.552,,Number problems Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Invitations + Comment Forms,0.026,0.013,2.0,**,Any corruption-related problem Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Invitations + Comment Forms,0.015,0.008,1.875,*,Serious response taken Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Meeting #2,-0.187,0.069,2.71,***,Number problems Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Meeting #2,0.002,0.013,0.154,,Any corruption-related problem Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Meeting #2,-0.02,0.01,2.0,**,Serious response taken Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Meeting #3,-0.428,0.077,5.558,***,Number problems Col (1),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Meeting #3,-0.036,0.012,3.0,***,Any corruption-related problem Col (2),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 8,Meeting #3,-0.029,0.01,2.9,***,Serious response taken Col (3),Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Major items in roads,-0.021,0.035,0.6,,Panel A - No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Major items in roads,-0.03,0.035,0.857,,Panel A - Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Major items in roads,-0.026,0.034,0.765,,Panel A - Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Major items in roads and ancillary projects,-0.03,0.032,0.938,,Panel A - No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Major items in roads and ancillary projects,-0.032,0.032,1.0,,Panel A - Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Major items in roads and ancillary projects,-0.029,0.032,0.906,,Panel A - Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Materials,0.014,0.038,0.368,,Panel A - No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Materials,0.008,0.038,0.211,,Panel A - Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Materials,0.005,0.037,0.135,,Panel A - Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Unskilled labor,-0.187,0.098,1.908,,Panel A - No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Unskilled labor,-0.215,0.095,2.263,,Panel A - Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations Effect - Unskilled labor,-0.143,0.086,1.663,,Panel A - Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations + Comment Effect - Major items in roads,-0.022,0.03,0.733,,Panel B - No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations + Comment Effect - Major items in roads,-0.024,0.029,0.828,,Panel B - Engineer Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations + Comment Effect - Major items in roads,-0.015,0.03,0.5,,Panel B - Stratum Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 9,Invitations + Comment Effect - Major items in roads and ancillary projects,-0.026,0.032,0.813,,Panel B - No Fixed Effects,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,w11753,2005,1,True,False,False,,,,,,,,
Table 3,Failure rate for national banks,1.089,0.093,11.71,***,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to charter banks,3.502,1.722,2.033,**,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to liquidate banks,-5.363,2.191,2.447,**,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Supervisors' Term,1.873,1.048,1.787,*,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Banks per Examiner,-0.059,0.06,0.983,,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Capital Requirement,-0.057,0.057,1.0,,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Reserve Requirement,0.087,0.357,0.244,,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,State banks with branches (%),-0.186,0.102,1.824,*,Col (1),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Failure rate for national banks,1.013,0.128,7.906,***,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to charter banks,1.087,1.045,1.04,,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to liquidate banks,-3.414,1.038,3.288,***,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Supervisors' Term,1.592,0.492,3.236,***,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Banks per Examiner,-0.019,0.027,0.704,,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Capital Requirement,-0.013,0.03,0.433,,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Reserve Requirement,0.336,0.129,2.605,***,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,State banks with branches (%),-0.128,0.044,2.909,***,Col (2),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to charter banks,1.481,1.151,1.286,,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to liquidate banks,-3.639,1.059,3.436,***,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Supervisors' Term,1.612,0.524,3.076,***,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Banks per Examiner,-0.018,0.029,0.621,,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Capital Requirement,-0.03,0.028,1.071,,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Reserve Requirement,0.403,0.153,2.634,***,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,State banks with branches (%),-0.129,0.06,2.15,**,Col (3),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to charter banks,1.513,1.038,1.457,,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Sole authority to liquidate banks,-3.659,1.033,3.542,***,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Supervisors' Term,1.611,0.517,3.117,***,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Banks per Examiner,-0.018,0.029,0.621,,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Capital Requirement,-0.031,0.028,1.107,,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,Reserve Requirement,0.403,0.152,2.651,***,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 3,State banks with branches (%),-0.129,0.06,2.15,***,Col (4),Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,National bank distress,0.208,0.06,3.467,***,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Sole authority to charter banks,0.258,0.232,1.112,,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Sole authority to liquidate banks,-0.304,0.251,1.211,,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Supervisor's Term (years),0.421,0.119,3.538,***,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Banks per Examiner (1928),0.009,0.006,1.5,,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Capital Requirement,0.007,0.006,1.167,,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Reserve Requirement,0.089,0.042,2.119,**,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,State banks with branches (%),-0.047,0.015,3.133,***,Col (1) Suspended Deposits,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,National bank distress,0.225,0.061,3.689,***,Col (2) Suspended Assets,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Sole authority to charter banks,0.228,0.24,0.95,,Col (2) Suspended Assets,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Sole authority to liquidate banks,-0.289,0.261,1.107,,Col (2) Suspended Assets,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
Table 5,Supervisor's Term (years),0.386,0.121,3.19,***,Col (2) Suspended Assets,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,w12074,2006,-1,False,True,False,,,,,,,,
